Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,2523.95,наличный,Витебск,Приорбанк-WYJH-617,07-12-2008,14:30:19,недостаточно средств,да,26.02
юр. лицо,списание средств,2581.92,наличный,Гродно,Белинвестбанк-AFSE-704,29-04-2015,05:07:46,недостаточно средств,нет,0.0
юр. лицо,получение средств,3880.35,наличный,Брест,МаксБанк-XPTU-632,29-01-2024,13:43:03,успешно,нет,0.0
физ. лицо,получение средств,2405.04,безналичный,Витебск,Беларусбанк-BHVI-122,07-03-2009,05:33:58,успешно,нет,0.0
физ. лицо,получение средств,2162.18,наличный,Могилев,Беларусбанк-WJFD-926,14-09-2020,23:23:31,успешно,нет,0.0
физ. лицо,списание средств,4510.95,безналичный,Гродно,МаксБанк-LHRM-069,13-04-2019,22:49:11,недостаточно средств,да,177.95
физ. лицо,списание средств,3163.85,наличный,Гродно,Беларусбанк-NPCG-684,09-02-2000,00:36:15,успешно,нет,0.0
юр. лицо,получение средств,724.58,безналичный,Могилев,МаксБанк-XOMF-916,18-03-2022,00:37:16,успешно,нет,0.0
физ. лицо,получение средств,2359.58,безналичный,Брест,БелАгропромбанк-OLPG-894,08-03-2003,06:09:07,успешно,нет,0.0
юр. лицо,списание средств,2735.38,безналичный,Брест,Приорбанк-UULJ-437,02-08-2012,20:27:47,недостаточно средств,да,33.35
юр. лицо,получение средств,2120.17,безналичный,Минск,Белинвестбанк-JUNN-458,23-04-2006,02:18:31,успешно,нет,0.0
юр. лицо,списание средств,2377.23,наличный,Могилев,Белинвестбанк-ERXV-995,01-08-2010,18:03:22,недостаточно средств,нет,0.0
юр. лицо,получение средств,817.77,наличный,Могилев,Беларусбанк-UABM-513,22-07-2016,01:31:06,успешно,нет,0.0
физ. лицо,списание средств,2708.51,наличный,Брест,Приорбанк-XCAQ-319,12-02-2019,23:11:34,успешно,да,74.11
юр. лицо,получение средств,3654.76,наличный,Витебск,МаксБанк-YNYU-315,14-02-2010,18:24:15,успешно,нет,0.0
физ. лицо,списание средств,3162.38,безналичный,Минск,БелАгропромбанк-XBJY-939,29-08-2007,14:29:03,успешно,да,242.18
физ. лицо,списание средств,4967.4,наличный,Гродно,Беларусбанк-YZCY-162,28-05-2013,08:39:18,неправильный ввод пин-кода,да,105.71
физ. лицо,списание средств,3935.16,безналичный,Минск,Беларусбанк-YEGA-022,23-02-2007,04:43:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,1941.14,безналичный,Гомель,Белинвестбанк-VSYW-835,25-03-2008,06:59:40,успешно,нет,0.0
физ. лицо,списание средств,4593.07,наличный,Гродно,Приорбанк-MGVO-447,20-11-2010,10:57:31,недостаточно средств,нет,0.0
юр. лицо,получение средств,609.34,наличный,Витебск,БелАгропромбанк-YYAR-645,31-01-2000,13:20:51,успешно,нет,0.0
физ. лицо,списание средств,1965.18,безналичный,Гомель,БелАгропромбанк-MYGU-167,09-05-2019,18:23:49,успешно,нет,0.0
юр. лицо,списание средств,2264.4,безналичный,Гродно,Белинвестбанк-TWUL-684,22-03-2005,16:34:10,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3001.38,наличный,Витебск,Беларусбанк-WBAM-919,25-10-2020,19:33:36,успешно,нет,0.0
физ. лицо,списание средств,1821.23,безналичный,Гродно,Белинвестбанк-QKVC-515,23-10-2010,14:15:57,недостаточно средств,нет,0.0
юр. лицо,получение средств,3658.5,наличный,Брест,Приорбанк-NQIL-823,27-07-2018,12:40:33,успешно,нет,0.0
физ. лицо,списание средств,3893.91,наличный,Витебск,Приорбанк-BNSU-566,08-01-2017,13:20:51,недостаточно средств,да,343.45
физ. лицо,получение средств,557.43,безналичный,Гродно,Беларусбанк-LTRP-553,07-11-2006,11:11:06,успешно,нет,0.0
физ. лицо,списание средств,915.34,безналичный,Витебск,Приорбанк-XKXB-641,29-09-2003,18:03:59,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2919.27,наличный,Гродно,МаксБанк-QHDC-328,23-04-2016,21:56:00,недостаточно средств,да,88.92
юр. лицо,получение средств,757.09,наличный,Минск,Приорбанк-ROHF-147,30-11-2014,05:01:33,успешно,нет,0.0
юр. лицо,списание средств,4541.5,безналичный,Витебск,БелАгропромбанк-HPKJ-757,03-03-2002,11:07:56,неправильный ввод пин-кода,да,104.41
юр. лицо,списание средств,813.87,наличный,Витебск,МаксБанк-VMJH-552,11-07-2016,21:15:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1466.79,наличный,Гомель,Беларусбанк-ZWIM-491,22-11-2004,07:12:26,недостаточно средств,да,29.62
физ. лицо,получение средств,4048.45,наличный,Брест,БелАгропромбанк-JGCS-331,25-07-2003,07:55:22,успешно,нет,0.0
юр. лицо,списание средств,305.92,безналичный,Витебск,Беларусбанк-AFKK-702,31-03-2011,01:14:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1151.87,наличный,Гомель,Беларусбанк-HYQP-765,12-09-2015,21:50:34,неправильный ввод пин-кода,да,58.69
юр. лицо,получение средств,838.06,безналичный,Гомель,Приорбанк-PLAA-803,07-08-2004,15:53:19,успешно,нет,0.0
физ. лицо,списание средств,2274.57,безналичный,Гомель,МаксБанк-KUWO-485,08-02-2017,10:24:06,неправильный ввод пин-кода,да,176.5
физ. лицо,списание средств,2519.17,безналичный,Могилев,Белинвестбанк-WKAN-348,15-02-2014,08:37:51,успешно,да,128.83
юр. лицо,списание средств,2340.57,безналичный,Гомель,Беларусбанк-DNWZ-918,27-02-2003,13:09:01,успешно,да,29.27
физ. лицо,получение средств,2331.87,безналичный,Брест,Беларусбанк-HINV-103,03-04-2021,00:16:08,успешно,нет,0.0
юр. лицо,списание средств,4456.32,наличный,Брест,Беларусбанк-UUKC-773,09-01-2013,07:20:41,успешно,нет,0.0
физ. лицо,списание средств,2410.69,безналичный,Брест,Приорбанк-CHIJ-113,29-10-2023,14:59:57,успешно,нет,0.0
физ. лицо,списание средств,4718.21,безналичный,Гродно,БелАгропромбанк-DKUA-841,06-03-2007,01:57:56,недостаточно средств,нет,0.0
физ. лицо,списание средств,3745.11,безналичный,Витебск,Беларусбанк-MSGA-380,14-01-2020,08:55:09,неправильный ввод пин-кода,нет,0.0
